genus,Substrate,name,seq.name,exp_ID,totalFunctionalAbun,relative_abun,cum_prop,stage,retting_type,rettingPeriod,treatment
Chryseobacterium,Cellulose,Otu0018,SRR7969201,PRJNA494847,5003684,0.08649802284113955,0.510685254536551,middle,dew,R5,High Moisture
Stenotrophomonas,Cellulose,Otu0015,SRR7969201,PRJNA494847,4884166,0.0844319309988235,0.5951171855353745,middle,dew,R5,High Moisture
Sphingobacterium,Cellulose,Otu0027,SRR7969201,PRJNA494847,2023812,0.03498537009974497,0.6301025556351195,middle,dew,R5,High Moisture
Pseudomonadaceae unclassified,Cellulose,Otu0001,SRR7969201,PRJNA494847,1903996.8,0.032914140600376965,0.6630166962354964,middle,dew,R5,High Moisture
Sphingomonas,Cellulose,Otu0005,SRR7969201,PRJNA494847,1865560,0.03224968872764873,0.6952663849631452,middle,dew,R5,High Moisture
Microbacteriaceae unclassified,Cellulose,Otu0026,SRR7969201,PRJNA494847,1760570,0.030434740497886168,0.7257011254610314,middle,dew,R5,High Moisture
Rhizobiaceae unclassified,Cellulose,Otu0010,SRR7969201,PRJNA494847,1655500,0.028618409318715274,0.7543195347797467,middle,dew,R5,High Moisture
Enterobacterales unclassified,Cellulose,Otu0002,SRR7969201,PRJNA494847,1615917.44,0.027934150844560877,0.7822536856243075,middle,dew,R5,High Moisture
Pseudomonadaceae unclassified,Cellulose,Otu0008,SRR7969201,PRJNA494847,1270332,0.02196006109734957,0.8042137467216571,middle,dew,R5,High Moisture
Sphingomonadaceae unclassified,Cellulose,Otu0003,SRR7969201,PRJNA494847,1191856,0.020603456875244164,0.8248172035969012,middle,dew,R5,High Moisture
Sphingobacterium,Cellulose,Otu0030,SRR7969201,PRJNA494847,1115660,0.01928626671127628,0.8441034703081776,middle,dew,R5,High Moisture
Aureimonas,Cellulose,Otu0006,SRR7969201,PRJNA494847,880458,0.015220360877038607,0.8593238311852162,middle,dew,R5,High Moisture
Enterobacteriaceae unclassified,Cellulose,Otu0009,SRR7969201,PRJNA494847,628620,0.010866870713337841,0.870190701898554,middle,dew,R5,High Moisture
Mucilaginibacter,Cellulose,Otu0049,SRR7969201,PRJNA494847,580392,0.010033159662523586,0.8802238615610776,middle,dew,R5,High Moisture
Curtobacterium,Cellulose,Otu0026,SRR7969201,PRJNA494847,503020,0.008695640142253191,0.8889195017033308,middle,dew,R5,High Moisture
Chryseobacterium,Cellulose,Otu0048,SRR7969201,PRJNA494847,380400,0.0065759244366289885,0.8954954261399597,middle,dew,R5,High Moisture
Gammaproteobacteria unclassified,Hemicellulose-Galactomannan,Otu0001,SRR7969201,PRJNA494847,12693312,0.46872139143008956,0.46872139143008956,middle,dew,R5,High Moisture
Sphingomonadaceae unclassified,Hemicellulose-Galactomannan,Otu0004,SRR7969201,PRJNA494847,2367264,0.08741511088377561,0.5561365023138651,middle,dew,R5,High Moisture
Sphingomonas,Hemicellulose-Galactomannan,Otu0004,SRR7969201,PRJNA494847,2367264,0.08741511088377561,0.6435516131976408,middle,dew,R5,High Moisture
Pseudomonadaceae unclassified,Hemicellulose-Galactomannan,Otu0001,SRR7969201,PRJNA494847,1692441.6,0.06249618552401194,0.7060477987216527,middle,dew,R5,High Moisture
Chryseobacterium,Hemicellulose-Galactomannan,Otu0018,SRR7969201,PRJNA494847,1429624,0.05279121402687103,0.7588390127485237,middle,dew,R5,High Moisture
Microbacteriaceae unclassified,Hemicellulose-Galactomannan,Otu0026,SRR7969201,PRJNA494847,1056342,0.03900716314749402,0.7978461758960178,middle,dew,R5,High Moisture
Sphingobacterium,Hemicellulose-Galactomannan,Otu0027,SRR7969201,PRJNA494847,867348,0.032028249318547065,0.8298744252145649,middle,dew,R5,High Moisture
Rhizobiaceae unclassified,Hemicellulose-Galactomannan,Otu0010,SRR7969201,PRJNA494847,827750,0.030566028137987675,0.8604404533525525,middle,dew,R5,High Moisture
Sphingobacterium,Hemicellulose-Galactomannan,Otu0030,SRR7969201,PRJNA494847,557830,0.02059878885679694,0.8810392422093495,middle,dew,R5,High Moisture
Aureimonas,Hemicellulose-Galactomannan,Otu0006,SRR7969201,PRJNA494847,440229,0.016256178799345426,0.8972954210086949,middle,dew,R5,High Moisture
Stenotrophomonas,Hemicellulose-Xylan,Otu0015,SRR7969201,PRJNA494847,9768332,0.13646340487606404,0.13646340487606404,middle,dew,R5,High Moisture
Sphingomonadaceae unclassified,Hemicellulose-Xylan,Otu0004,SRR7969201,PRJNA494847,6707248,0.09370012192748678,0.23016352680355082,middle,dew,R5,High Moisture
Sphingomonas,Hemicellulose-Xylan,Otu0004,SRR7969201,PRJNA494847,6707248,0.09370012192748678,0.32386364873103757,middle,dew,R5,High Moisture
Chryseobacterium,Hemicellulose-Xylan,Otu0018,SRR7969201,PRJNA494847,6433308,0.08987318554451484,0.4137368342755524,middle,dew,R5,High Moisture
Sphingomonas,Hemicellulose-Xylan,Otu0005,SRR7969201,PRJNA494847,4104232,0.05733603988084128,0.4710728741563937,middle,dew,R5,High Moisture
Sphingomonadaceae unclassified,Hemicellulose-Xylan,Otu0003,SRR7969201,PRJNA494847,3873532,0.05411316544281972,0.5251860395992134,middle,dew,R5,High Moisture
Sphingobacterium,Hemicellulose-Xylan,Otu0027,SRR7969201,PRJNA494847,3469392,0.048467337634488426,0.5736533772337019,middle,dew,R5,High Moisture
Rhizobiaceae unclassified,Hemicellulose-Xylan,Otu0010,SRR7969201,PRJNA494847,3311000,0.04625460452661192,0.6199079817603138,middle,dew,R5,High Moisture
Enterobacterales unclassified,Hemicellulose-Xylan,Otu0002,SRR7969201,PRJNA494847,3231834.88,0.04514866936566302,0.6650566511259768,middle,dew,R5,High Moisture
Gammaproteobacteria unclassified,Hemicellulose-Xylan,Otu0001,SRR7969201,PRJNA494847,3173328,0.04433132940900766,0.7093879805349844,middle,dew,R5,High Moisture
Pseudomonadaceae unclassified,Hemicellulose-Xylan,Otu0008,SRR7969201,PRJNA494847,2540664,0.03549302583962547,0.74488100637461,middle,dew,R5,High Moisture
Sphingobacterium,Hemicellulose-Xylan,Otu0030,SRR7969201,PRJNA494847,1673490,0.023378622207562604,0.7682596285821726,middle,dew,R5,High Moisture
Enterobacteriaceae unclassified,Hemicellulose-Xylan,Otu0009,SRR7969201,PRJNA494847,1257240,0.017563617938700565,0.7858232465208731,middle,dew,R5,High Moisture
Massilia,Hemicellulose-Xylan,Otu0014,SRR7969201,PRJNA494847,1234980,0.01725264617888106,0.8030758926997542,middle,dew,R5,High Moisture
Microbacteriaceae unclassified,Hemicellulose-Xylan,Otu0026,SRR7969201,PRJNA494847,1056342,0.014757076851359192,0.8178329695511134,middle,dew,R5,High Moisture
Aureimonas,Hemicellulose-Xylan,Otu0006,SRR7969201,PRJNA494847,880458,0.012299980849378337,0.8301329504004917,middle,dew,R5,High Moisture
Sphingobacterium,Hemicellulose-Xylan,Otu0029,SRR7969201,PRJNA494847,793332,0.011082832352251914,0.8412157827527436,middle,dew,R5,High Moisture
Enterococcaceae unclassified,Hemicellulose-Xylan,Otu0043,SRR7969201,PRJNA494847,765136,0.010688934789813873,0.8519047175425575,middle,dew,R5,High Moisture
Sphingomonadaceae unclassified,Hemicellulose-Xylan,Otu0007,SRR7969201,PRJNA494847,666768,0.009314735774992441,0.8612194533175499,middle,dew,R5,High Moisture
Sphingomonas,Hemicellulose-Xylan,Otu0007,SRR7969201,PRJNA494847,666768,0.009314735774992441,0.8705341890925423,middle,dew,R5,High Moisture
Oxalobacteraceae unclassified,Hemicellulose-Xylan,Otu0014,SRR7969201,PRJNA494847,617490,0.00862632308944053,0.8791605121819829,middle,dew,R5,High Moisture
Mucilaginibacter,Hemicellulose-Xylan,Otu0049,SRR7969201,PRJNA494847,580392,0.008108064763035138,0.887268576945018,middle,dew,R5,High Moisture
Pseudomonadaceae unclassified,Hemicellulose-Xylan,Otu0001,SRR7969201,PRJNA494847,423110.4,0.005910843921201021,0.893179420866219,middle,dew,R5,High Moisture
Pantoea,Hemicellulose-Xylan,Otu0002,SRR7969201,PRJNA494847,421543.68,0.005888956873782134,0.8990683777400011,middle,dew,R5,High Moisture
Sphingobacterium,Hemicellulose-Xyoglucan,Otu0027,SRR7969201,PRJNA494847,8095248,0.15399066798155134,0.15399066798155134,middle,dew,R5,High Moisture
Chryseobacterium,Hemicellulose-Xyoglucan,Otu0018,SRR7969201,PRJNA494847,5003684,0.09518184514280485,0.24917251312435618,middle,dew,R5,High Moisture
Stenotrophomonas,Hemicellulose-Xyoglucan,Otu0015,SRR7969201,PRJNA494847,4884166,0.09290833151409095,0.3420808446384471,middle,dew,R5,High Moisture
Sphingomonadaceae unclassified,Hemicellulose-Xyoglucan,Otu0004,SRR7969201,PRJNA494847,4339984,0.08255670921869783,0.42463755385714497,middle,dew,R5,High Moisture
Sphingomonas,Hemicellulose-Xyoglucan,Otu0004,SRR7969201,PRJNA494847,4339984,0.08255670921869783,0.5071942630758428,middle,dew,R5,High Moisture
Sphingobacterium,Hemicellulose-Xyoglucan,Otu0030,SRR7969201,PRJNA494847,3346980,0.06366743624418829,0.5708616993200311,middle,dew,R5,High Moisture
Sphingomonas,Hemicellulose-Xyoglucan,Otu0005,SRR7969201,PRJNA494847,2611784,0.04968227814435433,0.6205439774643854,middle,dew,R5,High Moisture
Sphingomonadaceae unclassified,Hemicellulose-Xyoglucan,Otu0003,SRR7969201,PRJNA494847,2085748,0.03967583547300648,0.6602198129373918,middle,dew,R5,High Moisture
Rhizobiaceae unclassified,Hemicellulose-Xyoglucan,Otu0010,SRR7969201,PRJNA494847,1655500,0.031491505985172814,0.6917113189225648,middle,dew,R5,High Moisture
Enterobacterales unclassified,Hemicellulose-Xyoglucan,Otu0002,SRR7969201,PRJNA494847,1615917.44,0.030738552542014574,0.7224498714645793,middle,dew,R5,High Moisture
Pseudomonadaceae unclassified,Hemicellulose-Xyoglucan,Otu0008,SRR7969201,PRJNA494847,1270332,0.02416470418674512,0.7466145756513244,middle,dew,R5,High Moisture
Enterobacteriaceae unclassified,Hemicellulose-Xyoglucan,Otu0009,SRR7969201,PRJNA494847,1257240,0.023915663536574247,0.7705302391878986,middle,dew,R5,High Moisture
Microbacteriaceae unclassified,Hemicellulose-Xyoglucan,Otu0026,SRR7969201,PRJNA494847,1056342,0.02009411079153695,0.7906243499794356,middle,dew,R5,High Moisture
Mucilaginibacter,Hemicellulose-Xyoglucan,Otu0049,SRR7969201,PRJNA494847,870588,0.016560632565762387,0.807184982545198,middle,dew,R5,High Moisture
Massilia,Hemicellulose-Xyoglucan,Otu0014,SRR7969201,PRJNA494847,864486,0.01644455816556817,0.8236295407107661,middle,dew,R5,High Moisture
Pedobacter,Hemicellulose-Xyoglucan,Otu0059,SRR7969201,PRJNA494847,744520,0.0141625225225496,0.8377920632333158,middle,dew,R5,High Moisture
Enterococcaceae unclassified,Hemicellulose-Xyoglucan,Otu0043,SRR7969201,PRJNA494847,630112,0.011986213119498166,0.8497782763528139,middle,dew,R5,High Moisture
Sphingobacterium,Hemicellulose-Xyoglucan,Otu0029,SRR7969201,PRJNA494847,617036,0.011737476826981029,0.861515753179795,middle,dew,R5,High Moisture
Aureimonas,Hemicellulose-Xyoglucan,Otu0006,SRR7969201,PRJNA494847,440229,0.008374191596705915,0.8698899447765008,middle,dew,R5,High Moisture
Oxalobacteraceae unclassified,Hemicellulose-Xyoglucan,Otu0014,SRR7969201,PRJNA494847,432243,0.008222279082784084,0.878112223859285,middle,dew,R5,High Moisture
Paracoccaceae unclassified,Hemicellulose-Xyoglucan,Otu0012,SRR7969201,PRJNA494847,393276,0.007481035039459271,0.8855932588987442,middle,dew,R5,High Moisture
Pedobacter,Hemicellulose-Xyoglucan,Otu0070,SRR7969201,PRJNA494847,350364,0.006664747812134756,0.892258006710879,middle,dew,R5,High Moisture
Novosphingobium,Hemicellulose-Xyoglucan,Otu0037,SRR7969201,PRJNA494847,340840,0.006483578918747388,0.8987415856296264,middle,dew,R5,High Moisture
Stenotrophomonas,Pectin,Otu0015,SRR7969201,PRJNA494847,12210415,0.12989909529099816,0.12989909529099816,middle,dew,R5,High Moisture
Chryseobacterium,Pectin,Otu0018,SRR7969201,PRJNA494847,9292556,0.0988577879900836,0.22875688328108176,middle,dew,R5,High Moisture
Sphingomonadaceae unclassified,Pectin,Otu0004,SRR7969201,PRJNA494847,9074512,0.0965381519798718,0.32529503526095355,middle,dew,R5,High Moisture
Sphingomonas,Pectin,Otu0004,SRR7969201,PRJNA494847,9074512,0.0965381519798718,0.42183318724082536,middle,dew,R5,High Moisture
Sphingomonas,Pectin,Otu0005,SRR7969201,PRJNA494847,5223568,0.05557032724858317,0.47740351448940854,middle,dew,R5,High Moisture
Sphingomonadaceae unclassified,Pectin,Otu0003,SRR7969201,PRJNA494847,5065388,0.05388754751561504,0.5312910620050235,middle,dew,R5,High Moisture
Enterobacterales unclassified,Pectin,Otu0002,SRR7969201,PRJNA494847,4847752.32,0.05157225537075009,0.5828633173757737,middle,dew,R5,High Moisture
Sphingobacterium,Pectin,Otu0027,SRR7969201,PRJNA494847,4336740,0.046135909591302454,0.6289992269670761,middle,dew,R5,High Moisture
Rhizobiaceae unclassified,Pectin,Otu0010,SRR7969201,PRJNA494847,4138750,0.04402961575307789,0.673028842720154,middle,dew,R5,High Moisture
Gammaproteobacteria unclassified,Pectin,Otu0001,SRR7969201,PRJNA494847,3173328,0.033759084868253256,0.7067879275884072,middle,dew,R5,High Moisture
Sphingobacterium,Pectin,Otu0030,SRR7969201,PRJNA494847,3068065,0.03263925655221188,0.7394271841406191,middle,dew,R5,High Moisture
Pseudomonadaceae unclassified,Pectin,Otu0008,SRR7969201,PRJNA494847,2540664,0.027028561685938483,0.7664557458265576,middle,dew,R5,High Moisture
Enterobacteriaceae unclassified,Pectin,Otu0009,SRR7969201,PRJNA494847,1885860,0.02006250466060996,0.7865182504871676,middle,dew,R5,High Moisture
Massilia,Pectin,Otu0014,SRR7969201,PRJNA494847,1728972,0.01839346972101011,0.8049117202081777,middle,dew,R5,High Moisture
Enterococcaceae unclassified,Pectin,Otu0043,SRR7969201,PRJNA494847,1305232,0.013885560478072212,0.8187972806862499,middle,dew,R5,High Moisture
Microbacteriaceae unclassified,Pectin,Otu0026,SRR7969201,PRJNA494847,1056342,0.011237772845385154,0.8300350535316351,middle,dew,R5,High Moisture
Sphingobacterium,Pectin,Otu0029,SRR7969201,PRJNA494847,969628,0.010315275931966272,0.8403503294636013,middle,dew,R5,High Moisture
Rhizobiaceae unclassified,Pectin,Otu0033,SRR7969201,PRJNA494847,889584,0.009463737046230394,0.8498140665098317,middle,dew,R5,High Moisture
Aureimonas,Pectin,Otu0006,SRR7969201,PRJNA494847,880458,0.009366651145085704,0.8591807176549174,middle,dew,R5,High Moisture
Mucilaginibacter,Pectin,Otu0049,SRR7969201,PRJNA494847,870588,0.009261650285530795,0.8684423679404483,middle,dew,R5,High Moisture
Oxalobacteraceae unclassified,Pectin,Otu0014,SRR7969201,PRJNA494847,864486,0.009196734860505054,0.8776391028009533,middle,dew,R5,High Moisture
Sphingomonadaceae unclassified,Pectin,Otu0007,SRR7969201,PRJNA494847,666768,0.007093334662989608,0.8847324374639429,middle,dew,R5,High Moisture
Sphingomonas,Pectin,Otu0007,SRR7969201,PRJNA494847,666768,0.007093334662989608,0.8918257721269325,middle,dew,R5,High Moisture
Enterococcus,Pectin,Otu0043,SRR7969201,PRJNA494847,652616,0.006942780239036106,0.8987685523659686,middle,dew,R5,High Moisture
Gammaproteobacteria unclassified,Cellulose,Otu0001,SRR7969202,PRJNA494847,70447881.6,0.4963912250780179,0.4963912250780179,early,dew,R2,High Moisture
Pseudomonadaceae unclassified,Cellulose,Otu0001,SRR7969202,PRJNA494847,21895963.2,0.15428375914587045,0.6506749842238884,early,dew,R2,High Moisture
Sphingomonadaceae unclassified,Cellulose,Otu0004,SRR7969202,PRJNA494847,15387216,0.10842169881202048,0.7590966830359088,early,dew,R2,High Moisture
Sphingomonadaceae unclassified,Cellulose,Otu0003,SRR7969202,PRJNA494847,8342992,0.05878655149931582,0.8178832345352247,early,dew,R2,High Moisture
Sphingomonas,Cellulose,Otu0004,SRR7969202,PRJNA494847,7693608,0.05421084940601024,0.8720940839412349,early,dew,R2,High Moisture
Gammaproteobacteria unclassified,Hemicellulose-Galactomannan,Otu0001,SRR7969202,PRJNA494847,62620339.2,0.6712495382142807,0.6712495382142806,early,dew,R2,High Moisture
Pseudomonadaceae unclassified,Hemicellulose-Galactomannan,Otu0001,SRR7969202,PRJNA494847,19463078.4,0.2086316132287629,0.8798811514430434,early,dew,R2,High Moisture
Sphingomonadaceae unclassified,Hemicellulose-Xylan,Otu0003,SRR7969202,PRJNA494847,27114724,0.22029851113979637,0.2202985111397964,early,dew,R2,High Moisture
Sphingomonadaceae unclassified,Hemicellulose-Xylan,Otu0004,SRR7969202,PRJNA494847,20121744,0.16348277211806142,0.3837812832578579,early,dew,R2,High Moisture
Gammaproteobacteria unclassified,Hemicellulose-Xylan,Otu0001,SRR7969202,PRJNA494847,15655084.8,0.1271925863308532,0.510973869588711,early,dew,R2,High Moisture
Sphingomonas,Hemicellulose-Xylan,Otu0003,SRR7969202,PRJNA494847,15494128,0.12588486350845507,0.6368587330971662,early,dew,R2,High Moisture
Enterobacterales unclassified,Hemicellulose-Xylan,Otu0002,SRR7969202,PRJNA494847,11662708.48,0.09475579814131532,0.7316145312384815,early,dew,R2,High Moisture
Sphingomonas,Hemicellulose-Xylan,Otu0004,SRR7969202,PRJNA494847,10060872,0.08174138605903071,0.8133559172975122,early,dew,R2,High Moisture
Massilia,Hemicellulose-Xylan,Otu0014,SRR7969202,PRJNA494847,6174900,0.05016909913732217,0.8635250164348344,early,dew,R2,High Moisture
Sphingomonadaceae unclassified,Hemicellulose-Xyoglucan,Otu0003,SRR7969202,PRJNA494847,14600236,0.24440964600618242,0.24440964600618242,early,dew,R2,High Moisture
Sphingomonadaceae unclassified,Hemicellulose-Xyoglucan,Otu0004,SRR7969202,PRJNA494847,13019952,0.21795550834503544,0.46236515435121783,early,dew,R2,High Moisture
Sphingomonas,Hemicellulose-Xyoglucan,Otu0003,SRR7969202,PRJNA494847,8342992,0.13966265486067567,0.6020278092118936,early,dew,R2,High Moisture
Sphingomonas,Hemicellulose-Xyoglucan,Otu0004,SRR7969202,PRJNA494847,6509976,0.10897775417251772,0.7110055633844112,early,dew,R2,High Moisture
Enterobacterales unclassified,Hemicellulose-Xyoglucan,Otu0002,SRR7969202,PRJNA494847,5831354.24,0.0976175471091735,0.8086231104935847,early,dew,R2,High Moisture
Massilia,Hemicellulose-Xyoglucan,Otu0014,SRR7969202,PRJNA494847,4322430,0.07235798011665723,0.880981090610242,early,dew,R2,High Moisture
Sphingomonadaceae unclassified,Pectin,Otu0003,SRR7969202,PRJNA494847,35457716,0.22539227084296634,0.22539227084296634,early,dew,R2,High Moisture
Sphingomonadaceae unclassified,Pectin,Otu0004,SRR7969202,PRJNA494847,27223536,0.17305047509025243,0.39844274593321877,early,dew,R2,High Moisture
Sphingomonas,Pectin,Otu0003,SRR7969202,PRJNA494847,20261552,0.12879558333883792,0.5272383292720567,early,dew,R2,High Moisture
Enterobacterales unclassified,Pectin,Otu0002,SRR7969202,PRJNA494847,17494062.72,0.11120362413445017,0.6384419534065069,early,dew,R2,High Moisture
Gammaproteobacteria unclassified,Pectin,Otu0001,SRR7969202,PRJNA494847,15655084.8,0.09951388615417885,0.7379558395606857,early,dew,R2,High Moisture
Sphingomonas,Pectin,Otu0004,SRR7969202,PRJNA494847,13611768,0.08652523754512621,0.824481077105812,early,dew,R2,High Moisture
Massilia,Pectin,Otu0014,SRR7969202,PRJNA494847,8644860,0.05495234454806751,0.8794334216538794,early,dew,R2,High Moisture
Sphingomonadaceae unclassified,Cellulose,Otu0004,SRR7969203,PRJNA494847,7693608,0.23050962837650632,0.23050962837650632,early,dew,R1,High Moisture
Gammaproteobacteria unclassified,Cellulose,Otu0001,SRR7969203,PRJNA494847,4759992,0.14261501066796528,0.3731246390444716,early,dew,R1,High Moisture
Pseudomonadaceae unclassified,Cellulose,Otu0001,SRR7969203,PRJNA494847,4759992,0.14261501066796528,0.5157396497124369,early,dew,R1,High Moisture
Enterobacterales unclassified,Cellulose,Otu0002,SRR7969203,PRJNA494847,3793893.12,0.11366954141559904,0.629409191128036,early,dew,R1,High Moisture
Sphingomonas,Cellulose,Otu0004,SRR7969203,PRJNA494847,2564536,0.07683654279216877,0.7062457339202047,early,dew,R1,High Moisture
Sphingomonadaceae unclassified,Cellulose,Otu0003,SRR7969203,PRJNA494847,2383712,0.07141884110506003,0.7776645750252648,early,dew,R1,High Moisture
Enterobacteriaceae unclassified,Cellulose,Otu0009,SRR7969203,PRJNA494847,2304940,0.06905873847876633,0.8467233135040311,early,dew,R1,High Moisture
Sphingomonas,Cellulose,Otu0005,SRR7969203,PRJNA494847,932780,0.02794719605639351,0.8746705095604246,early,dew,R1,High Moisture
Gammaproteobacteria unclassified,Hemicellulose-Galactomannan,Otu0001,SRR7969203,PRJNA494847,4231104,0.2920584051373129,0.2920584051373129,early,dew,R1,High Moisture
Pseudomonadaceae unclassified,Hemicellulose-Galactomannan,Otu0001,SRR7969203,PRJNA494847,4231104,0.2920584051373129,0.5841168102746258,early,dew,R1,High Moisture
Sphingomonadaceae unclassified,Hemicellulose-Galactomannan,Otu0004,SRR7969203,PRJNA494847,3550896,0.24510601076420335,0.8292228210388292,early,dew,R1,High Moisture
